Ticket_ID,Created_Date,Region,City,Issue_Category,Priority,Resolution_Time_Hours,Customer_Type,Satisfaction_Score
540192,2023-07-30,nan,Ahmedabad,Billing,Critical,36,Existing,3
540193,2022-03-27,North,Hyderabad,Network,Low,216,New,1
540194,2024-04-15,North,Chennai,Hardware,Medium,213,New,3
540195,2024-02-23,Central,nan,Network,Low,79,Existing,
540196,2022-07-19,South,Delhi,Software,Low,173,Existing,4
540197,2023-12-20,West,Delhi,Network,Critical,18,Existing,2
540198,2023-11-01,North,Bengaluru,nan,Low,6,nan,3
540199,2022-11-12,Central,Delhi,nan,Medium,28,New,
540200,2023-07-15,South,nan,Billing,Low,33,New,2
540201,2023-11-13,nan,nan,Hardware,Low,97,Existing,1
540202,2022-10-06,Central,Bengaluru,Software,Low,221,Existing,2
540203,2022-01-19,nan,Chennai,Hardware,Medium,101,Existing,4
540204,2023-01-14,Central,Bengaluru,Service,Medium,150,Existing,4
540205,2024-01-02,North,Pune,Billing,High,128,nan,4
540206,2024-01-26,East,nan,Billing,Medium,102,Existing,
540207,2023-07-11,East,Mumbai,nan,Low,130,Existing,4
540208,2024-04-06,West,Kolkata,Service,Low,180,Existing,2
540209,2022-09-17,South,Pune,Software,Medium,208,Existing,3
540210,2024-05-12,East,Kolkata,Service,High,234,Existing,4
540211,2023-05-22,Central,nan,Hardware,Low,193,New,1
540212,2023-07-17,South,Ahmedabad,Software,High,128,Existing,4
540213,2024-04-17,South,Delhi,Service,Low,232,Existing,5
540214,2022-12-25,South,Kolkata,Network,Low,135,New,4
540215,2023-09-19,North,Delhi,Service,Low,121,Existing,3
540216,2022-12-31,West,Mumbai,Billing,Medium,164,New,3
540217,2023-07-19,South,Hyderabad,nan,Low,189,New,5
540218,2022-10-21,nan,Hyderabad,Hardware,Critical,144,Existing,3
540219,2022-04-28,Central,nan,nan,High,81,Existing,4
540220,2024-02-23,South,Hyderabad,Service,Low,29,Existing,3
540221,2024-02-21,Central,Pune,Billing,Low,141,Existing,3
540222,2023-09-29,South,Pune,Network,Medium,4,Existing,5
540223,2023-11-04,Central,nan,Billing,Low,32,Existing,1
540224,2024-03-31,Central,Chennai,Software,Medium,217,New,4
540225,2023-02-11,North,Mumbai,Software,Medium,170,New,3
540226,2024-04-09,East,Ahmedabad,Software,High,14,New,3
540227,2023-01-25,nan,Kolkata,nan,Medium,98,New,4
540228,2022-06-30,North,Kolkata,Network,Medium,107,Existing,1
540229,2023-10-09,West,nan,Billing,Low,37,Existing,3
540230,2023-11-15,Central,Mumbai,Service,High,208,New,1
540231,2023-10-10,East,Pune,Software,Low,128,New,3
540232,2023-12-21,South,Pune,Billing,Medium,154,New,3
540233,2024-06-17,South,Mumbai,Hardware,Medium,187,Existing,4
540234,2023-08-25,Central,Ahmedabad,Software,Medium,170,New,3
540235,2023-09-30,South,Ahmedabad,Software,Low,139,nan,5
540236,2024-03-20,Central,Chennai,Service,Low,152,New,4
540237,2023-01-07,Central,Hyderabad,Service,Medium,116,New,5
540238,2023-01-23,West,Pune,Service,Low,181,Existing,2
540239,2022-05-16,North,Chennai,Software,Medium,180,Existing,3
540240,2022-06-25,Central,Delhi,Network,Low,170,Existing,4
540241,2023-06-30,South,Pune,Billing,Medium,111,Existing,3
540242,2022-05-19,North,Bengaluru,Billing,Medium,175,Existing,3
540243,2022-10-21,South,Ahmedabad,Billing,Low,119,New,3
540244,2023-07-21,South,nan,Service,Low,216,New,1
540245,2022-06-01,North,Kolkata,Billing,Medium,213,Existing,3
540246,2022-11-28,Central,Mumbai,Hardware,High,164,New,3
540247,2022-02-23,nan,Hyderabad,Billing,Low,193,Existing,3
540248,2022-04-23,Central,Delhi,Service,Low,118,New,1
540249,2023-01-25,East,Pune,nan,Medium,88,Existing,5
540250,2022-02-01,Central,Kolkata,Billing,Low,59,nan,4
540251,2022-12-29,South,Mumbai,Billing,High,121,New,3
540252,2022-11-27,West,Pune,Hardware,High,55,New,
540253,2022-11-05,West,Kolkata,Software,Medium,114,Existing,5
540254,2024-02-04,North,Mumbai,Software,Medium,99,Existing,2
540255,2023-04-06,North,Ahmedabad,Network,Medium,40,Existing,
540256,2023-08-30,Central,Chennai,nan,Low,29,New,
540257,2023-03-08,West,Ahmedabad,Software,Low,168,Existing,2
540258,2023-07-11,North,nan,Service,Low,213,New,2
540259,2023-01-15,South,Kolkata,Software,Critical,211,New,3
540260,2024-04-12,Central,Chennai,Service,High,106,New,3
540261,2024-02-10,West,Bengaluru,Hardware,Critical,235,New,
540262,2023-04-25,South,Mumbai,Hardware,Critical,136,Existing,
540263,2022-06-29,East,Hyderabad,Service,Low,130,Existing,
540264,2024-05-08,South,Hyderabad,Hardware,Medium,42,New,5
540265,2023-07-25,West,Chennai,Billing,Low,49,Existing,4
540266,2022-03-31,nan,Ahmedabad,Hardware,Low,233,Existing,5
540267,2024-02-14,nan,Ahmedabad,Service,Critical,18,Existing,3
540268,2024-05-17,Central,Mumbai,Billing,Medium,93,New,2
540269,2022-03-05,nan,Kolkata,Software,Medium,190,Existing,4
540270,2024-03-09,nan,Mumbai,Hardware,Low,186,New,4
540271,2022-07-27,Central,Mumbai,Hardware,Low,20,Existing,4
540272,2023-02-16,South,nan,Network,Medium,22,New,4
540273,2023-07-18,Central,Bengaluru,nan,Medium,75,New,3
540274,2023-02-26,West,Kolkata,Network,Low,4,New,4
540275,2023-03-14,South,Pune,Network,Medium,236,Existing,3
540276,2022-03-22,West,Ahmedabad,Service,Medium,178,nan,3
540277,2023-12-27,East,Chennai,nan,Medium,227,Existing,1
540278,2023-01-08,East,Kolkata,Software,Low,71,nan,3
540279,2022-05-03,West,Hyderabad,Hardware,Critical,165,New,4
540280,2023-03-16,Central,Mumbai,Network,Critical,153,nan,5
540281,2023-04-08,nan,nan,Service,Low,60,New,1
540282,2024-01-07,Central,Kolkata,Software,Medium,201,Existing,4
540283,2022-10-09,nan,Pune,Hardware,Low,196,nan,4
540284,2022-05-28,Central,Delhi,Billing,Medium,162,Existing,5
540285,2023-02-26,Central,Delhi,Network,Critical,176,New,3
540286,2024-05-26,nan,Kolkata,Hardware,Medium,85,Existing,3
540287,2024-03-11,North,Bengaluru,Service,Medium,151,Existing,4
540288,2023-12-01,North,Hyderabad,Service,Low,156,New,3
540289,2024-04-26,Central,Bengaluru,Billing,High,224,New,3
540290,2023-06-09,West,Chennai,nan,Low,116,Existing,
540291,2024-06-14,Central,nan,Software,Critical,11,Existing,2
540292,2023-11-08,West,Pune,Service,High,227,Existing,
540293,2022-08-22,West,Mumbai,Network,High,48,Existing,3
540294,2022-08-09,Central,Mumbai,Service,Medium,179,New,5
540295,2022-03-17,North,Hyderabad,Software,Low,197,Existing,3
540296,2022-08-29,North,nan,Network,Medium,96,Existing,3
540297,2022-12-02,North,nan,Network,Medium,158,Existing,4
540298,2022-01-05,Central,Bengaluru,Hardware,Low,135,Existing,2
540299,2023-08-02,South,Delhi,Hardware,High,26,Existing,2
540300,2024-01-05,West,Kolkata,Network,High,62,Existing,4
540301,2024-06-16,East,Hyderabad,Service,Low,25,Existing,4
540302,2023-03-09,North,Kolkata,nan,Low,108,Existing,2
540303,2024-06-04,West,Hyderabad,Billing,Low,73,New,4
540304,2022-12-10,East,Ahmedabad,Billing,Low,203,Existing,3
540305,2023-10-31,nan,Bengaluru,Billing,Low,152,Existing,3
540306,2022-12-10,South,Bengaluru,Software,Low,207,Existing,3
540307,2023-10-06,nan,Ahmedabad,Service,Medium,157,Existing,1
540308,2023-11-12,East,Mumbai,Network,High,147,New,4
540309,2023-02-01,East,Hyderabad,Software,High,103,Existing,
540310,2024-04-29,North,Delhi,Service,Low,231,New,
540311,2022-04-28,South,Chennai,Billing,Critical,111,Existing,3
540312,2023-05-31,East,Pune,Service,Medium,93,New,3
540313,2023-03-18,South,Ahmedabad,Hardware,Low,59,Existing,
540314,2023-08-25,East,Chennai,Software,Medium,30,New,
540315,2022-02-02,South,Chennai,nan,Low,17,Existing,3
540316,2022-04-23,Central,Chennai,nan,Low,117,New,4
540317,2022-01-01,South,Hyderabad,Network,High,157,New,3
540318,2022-08-11,nan,Pune,Software,High,89,New,3
540319,2024-05-03,West,nan,Hardware,Critical,189,Existing,3
540320,2023-11-29,nan,Hyderabad,Hardware,High,91,nan,4
540321,2022-12-04,nan,Mumbai,Network,Medium,44,Existing,2
540322,2024-02-11,South,nan,Billing,Medium,48,New,1
540323,2022-05-17,West,Ahmedabad,Network,Low,143,Existing,4
540324,2023-12-28,North,Bengaluru,Network,Low,146,New,2
540325,2022-07-20,nan,Mumbai,Software,Medium,203,Existing,2
540326,2024-05-03,nan,Bengaluru,nan,Low,169,Existing,2
540327,2022-04-18,Central,Mumbai,Hardware,High,103,New,4
540328,2022-10-30,South,Delhi,Software,Medium,225,Existing,2
540329,2024-02-07,Central,Hyderabad,Service,Low,160,Existing,4
540330,2022-09-30,Central,nan,Billing,Medium,145,nan,4
540331,2022-05-03,Central,Kolkata,Software,Low,75,New,5
540332,2023-09-24,nan,nan,nan,Medium,38,Existing,5
540333,2022-08-21,North,Bengaluru,Hardware,Low,71,Existing,4
540334,2023-07-24,Central,Kolkata,Billing,Low,148,New,1
540335,2022-03-30,nan,Kolkata,Hardware,Medium,104,New,5
540336,2024-03-17,West,Bengaluru,Hardware,Low,176,New,2
540337,2023-06-21,nan,Mumbai,Service,Medium,197,New,4
540338,2023-12-26,South,Kolkata,Hardware,Low,76,Existing,4
540339,2022-11-16,North,Kolkata,Software,High,147,Existing,4
540340,2022-11-29,Central,nan,Service,Critical,95,New,3
540341,2023-06-23,nan,Bengaluru,Hardware,Medium,222,New,4
540342,2023-09-17,Central,Chennai,Service,Medium,73,New,2
540343,2024-05-09,nan,Pune,Network,Medium,86,New,3
540344,2024-01-25,Central,Mumbai,Software,High,61,nan,
540345,2022-11-22,East,Hyderabad,Software,Low,143,New,5
540346,2023-11-26,Central,Kolkata,Hardware,Low,185,nan,5
540347,2022-08-08,West,Ahmedabad,Service,Medium,112,New,4
540348,2023-05-12,East,Delhi,Network,Medium,8,Existing,5
540349,2023-11-19,East,Pune,Service,Low,155,nan,4
540350,2023-10-10,South,Bengaluru,Service,High,56,Existing,3
540351,2024-06-13,nan,Pune,Service,Low,115,New,3
540352,2023-03-08,South,Delhi,Network,Low,35,New,3
540353,2022-07-08,nan,Pune,Billing,Medium,205,Existing,2
540354,2022-02-05,nan,Pune,Service,Critical,218,nan,5
540355,2022-03-12,South,Kolkata,Software,Critical,66,Existing,2
540356,2022-04-07,North,Mumbai,Billing,Low,215,Existing,5
540357,2024-02-16,West,Hyderabad,Billing,Low,65,Existing,3
540358,2023-08-14,East,Hyderabad,Software,Low,106,Existing,4
540359,2023-03-21,South,Hyderabad,Billing,High,23,Existing,1
540360,2022-05-04,East,Delhi,Billing,Low,100,Existing,2
540361,2022-01-20,nan,Mumbai,Network,Medium,141,Existing,
540362,2022-03-22,nan,Hyderabad,Software,Low,154,New,3
540363,2023-11-22,East,Kolkata,Network,Low,45,New,1
540364,2023-09-22,North,Mumbai,Service,Low,9,New,
540365,2023-08-05,nan,Kolkata,Network,Critical,38,Existing,
540366,2022-10-05,West,Kolkata,Billing,Medium,226,Existing,1
540367,2023-01-27,West,nan,Hardware,Low,128,Existing,
540368,2022-03-17,South,Bengaluru,Hardware,Medium,174,Existing,4
540369,2024-02-29,West,Chennai,Billing,Medium,207,nan,3
540370,2023-09-04,West,Delhi,Billing,Medium,195,New,
540371,2023-07-11,North,Mumbai,Hardware,Medium,112,New,3
540372,2022-05-17,East,nan,Software,Medium,156,New,3
540373,2023-08-30,East,nan,Billing,Low,57,Existing,3
540374,2024-04-22,North,Pune,Network,Low,202,Existing,4
540375,2023-10-02,East,Mumbai,Software,High,48,New,3
540376,2022-02-02,South,Delhi,Network,Medium,81,New,3
540377,2024-06-07,West,nan,Billing,Low,136,Existing,4
540378,2023-10-19,West,Ahmedabad,Software,Low,237,New,
540379,2023-03-10,West,Chennai,Service,Low,55,Existing,5
540380,2024-02-10,nan,Mumbai,Software,Low,202,Existing,3
540381,2024-04-17,Central,Mumbai,Hardware,High,137,Existing,3
540382,2023-01-20,Central,Delhi,Service,Low,188,nan,2
540383,2022-06-25,Central,Kolkata,Billing,Low,170,Existing,5
540384,2022-01-20,nan,nan,Service,Medium,147,New,2
540385,2023-07-06,East,Chennai,Service,Medium,228,Existing,4
540386,2022-03-15,South,Kolkata,Service,High,237,New,5
540387,2022-07-28,East,Pune,Hardware,High,238,Existing,5
540388,2024-05-22,nan,Bengaluru,Billing,Medium,101,Existing,5
540389,2023-07-18,nan,nan,Service,Medium,232,Existing,5
540390,2023-12-06,nan,Hyderabad,Hardware,Medium,145,Existing,5
540391,2022-10-03,East,Mumbai,nan,Critical,144,Existing,3
540392,2022-10-23,North,nan,Hardware,High,213,New,3
540393,2022-01-21,Central,Bengaluru,Service,Low,190,Existing,
540394,2024-04-01,South,Bengaluru,Service,Medium,34,New,3
540395,2024-05-01,South,Chennai,nan,High,40,nan,4
540396,2023-08-12,West,Mumbai,Network,Critical,104,Existing,3
540397,2022-09-06,nan,Pune,Software,Low,40,nan,3
540398,2022-01-16,nan,Chennai,Billing,Medium,50,New,2
540399,2022-10-03,nan,nan,Service,Critical,211,New,1
540400,2024-03-11,South,Kolkata,Service,Medium,135,Existing,4
540401,2023-04-14,South,Hyderabad,Billing,Low,237,Existing,1
540402,2022-05-26,Central,Ahmedabad,Billing,High,2,Existing,2
540403,2024-05-27,North,Chennai,Software,Low,101,Existing,4
540404,2023-02-11,North,Pune,Service,Medium,4,Existing,3
540405,2024-05-19,East,Chennai,Network,Low,174,New,2
540406,2023-10-26,nan,Ahmedabad,Hardware,Critical,107,New,2
540407,2023-06-20,East,Chennai,Network,High,142,Existing,2
540408,2022-04-06,West,Kolkata,Network,Low,135,Existing,5
540409,2023-11-29,North,Bengaluru,Service,Critical,39,Existing,4
540410,2023-06-22,nan,Hyderabad,Service,Medium,93,nan,4
540411,2023-03-02,nan,Pune,Software,Medium,144,Existing,5
540412,2022-10-01,West,Kolkata,Network,High,181,New,4
540413,2023-09-10,West,Bengaluru,Service,Low,219,Existing,5
540414,2023-09-26,East,Ahmedabad,Billing,Low,53,New,2
540415,2022-06-25,Central,Bengaluru,Network,Low,58,New,3
540416,2024-02-24,nan,Bengaluru,Service,Medium,197,Existing,4
540417,2023-12-22,South,Mumbai,Service,Medium,8,Existing,2
540418,2023-03-22,Central,Pune,Billing,Medium,173,Existing,2
540419,2022-04-29,West,Delhi,nan,Critical,208,Existing,3
540420,2023-02-07,Central,Chennai,Software,High,47,Existing,4
540421,2023-12-23,South,Chennai,Software,Medium,32,Existing,
540422,2023-05-14,East,Ahmedabad,Software,Medium,10,New,3
540423,2022-11-22,Central,Ahmedabad,Billing,Medium,123,Existing,
540424,2023-01-31,nan,Chennai,Service,High,186,New,3
540425,2022-06-29,nan,Hyderabad,nan,Critical,216,New,1
540426,2022-12-24,nan,Mumbai,Network,Low,85,New,
540427,2023-04-27,North,Ahmedabad,Hardware,Critical,135,New,
540428,2024-05-08,West,Pune,Billing,Medium,60,Existing,4
540429,2022-03-30,East,Ahmedabad,Software,Low,85,nan,1
540430,2023-11-19,Central,Delhi,nan,Low,3,Existing,4
540431,2024-02-13,nan,Chennai,Software,High,145,New,
540432,2022-01-03,East,Hyderabad,Billing,Low,98,Existing,1
540433,2023-06-09,Central,nan,Network,Medium,234,Existing,3
540434,2023-03-31,North,Bengaluru,Network,Medium,153,New,1
540435,2022-06-24,East,nan,Hardware,Medium,99,Existing,5
540436,2023-12-25,nan,Pune,Software,Low,128,New,5
540437,2024-04-15,Central,Pune,Network,Low,58,New,3
540438,2023-08-30,Central,Hyderabad,nan,High,145,nan,4
540439,2023-09-05,West,Delhi,Software,Low,173,New,4
540440,2022-11-15,East,Mumbai,Network,High,220,New,2
540441,2022-10-20,West,nan,nan,Low,50,New,3
540442,2024-06-10,nan,Ahmedabad,Billing,Medium,210,nan,5
540443,2023-02-23,South,Bengaluru,Network,High,60,New,5
540444,2023-08-03,Central,Ahmedabad,Hardware,Critical,16,Existing,5
540445,2023-07-01,nan,Chennai,Service,Medium,63,New,4
540446,2023-01-01,East,Hyderabad,Service,Medium,193,New,5
540447,2023-12-20,South,Ahmedabad,Software,Medium,58,Existing,4
540448,2023-10-09,nan,Pune,Hardware,Low,229,nan,
540449,2023-03-02,West,Kolkata,Billing,Low,21,New,4
540450,2024-04-09,South,Mumbai,nan,Medium,7,New,3
540451,2022-05-20,North,nan,Software,High,44,Existing,5
540452,2022-05-23,North,Pune,Network,Medium,187,Existing,3
540453,2022-12-01,East,Hyderabad,Service,Medium,214,New,3
540454,2023-09-29,North,Pune,Network,Low,225,Existing,2
540455,2023-07-13,Central,nan,Software,Low,154,Existing,4
540456,2022-10-29,North,Hyderabad,Network,Low,10,New,2
540457,2022-02-15,North,Kolkata,Service,Low,126,New,3
540458,2022-11-20,North,Mumbai,Network,Low,1,Existing,2
540459,2022-05-29,South,nan,Service,Medium,199,New,1
540460,2024-04-09,Central,Kolkata,Service,Medium,15,Existing,3
540461,2023-01-04,East,Hyderabad,Software,Medium,213,Existing,2
540462,2022-03-16,North,Mumbai,Service,Low,63,New,1
540463,2022-07-17,Central,Ahmedabad,Network,Medium,71,Existing,3
540464,2022-06-02,South,Ahmedabad,nan,Medium,79,Existing,3
540465,2023-09-11,Central,Hyderabad,Network,Low,32,Existing,2
540466,2024-02-02,West,Pune,nan,Medium,49,Existing,1
540467,2022-01-26,West,Mumbai,nan,Medium,200,Existing,3
540468,2023-03-17,North,Bengaluru,Billing,Medium,235,Existing,4
540469,2023-06-04,South,nan,Billing,Low,106,New,1
540470,2022-08-22,West,nan,Hardware,Low,221,New,
540471,2024-01-22,South,Chennai,Billing,Critical,156,Existing,4
540472,2022-10-24,North,Mumbai,Hardware,Low,64,Existing,1
540473,2023-04-05,nan,Hyderabad,nan,Medium,160,Existing,2
540474,2023-07-03,Central,Pune,nan,Critical,12,Existing,4
540475,2022-09-03,nan,Kolkata,nan,High,8,Existing,2
540476,2024-04-23,West,Hyderabad,Network,Medium,173,nan,
540477,2023-04-23,West,Delhi,Software,High,173,New,
540478,2023-05-07,South,Chennai,nan,High,11,Existing,5
540479,2024-03-31,nan,Kolkata,Network,Medium,236,nan,
540480,2023-03-07,East,Ahmedabad,Service,Low,29,Existing,2
540481,2022-06-15,South,Chennai,Software,High,161,Existing,5
540482,2023-06-04,nan,nan,nan,Critical,183,Existing,1
540483,2022-09-24,nan,Hyderabad,Network,Medium,229,New,5
540484,2022-11-10,East,Delhi,Network,High,80,New,4
540485,2022-05-13,nan,Chennai,Hardware,Low,197,New,4
540486,2022-08-30,nan,Bengaluru,Hardware,High,19,Existing,3
540487,2023-03-30,West,Chennai,Hardware,Critical,143,New,2
540488,2024-04-06,South,Bengaluru,Hardware,High,75,New,3
540489,2023-08-19,nan,Kolkata,Network,Low,73,New,3
540490,2022-03-23,South,Hyderabad,Network,High,142,New,3
540491,2024-04-20,North,Mumbai,Billing,Medium,43,New,3
540492,2023-08-22,South,Mumbai,Network,High,133,Existing,4
540493,2022-08-24,East,Pune,Billing,Low,198,New,5
540494,2024-01-08,West,Chennai,Network,Low,231,Existing,5
540495,2023-04-12,nan,nan,Software,Medium,161,Existing,4
540496,2023-05-25,nan,Mumbai,Network,Critical,80,Existing,3
540497,2024-05-02,South,Chennai,Software,Low,236,nan,3
540498,2023-05-14,South,Bengaluru,Service,Medium,103,Existing,4
540499,2022-12-15,nan,nan,Software,Medium,165,New,5
540500,2022-02-10,nan,Pune,nan,Medium,210,Existing,1
540501,2022-10-30,East,nan,Hardware,Low,149,Existing,
540502,2022-04-27,nan,Hyderabad,Network,Medium,83,Existing,
540503,2024-05-09,West,Hyderabad,Hardware,Low,2,nan,5
540504,2022-08-13,East,Mumbai,Network,Low,214,nan,5
540505,2023-01-04,Central,Bengaluru,nan,High,117,New,5
540506,2024-04-16,South,Pune,Network,Low,13,nan,3
540507,2022-09-14,North,Kolkata,Service,Low,155,New,3
540508,2024-01-17,West,Mumbai,Billing,Medium,12,New,2
540509,2023-11-26,North,Chennai,Hardware,Medium,119,New,3
540510,2022-11-20,West,nan,Service,Medium,108,Existing,2
540511,2024-03-17,North,Kolkata,nan,Critical,75,New,5
540512,2024-01-04,South,nan,Billing,Low,111,Existing,1
540513,2022-03-20,West,Hyderabad,Network,Low,183,New,3
540514,2022-08-04,Central,Mumbai,Hardware,Low,135,Existing,1
540515,2022-01-28,nan,Mumbai,Network,Critical,21,New,4
540516,2024-02-26,nan,Hyderabad,Service,Medium,191,Existing,5
540517,2022-03-02,nan,Bengaluru,Billing,Low,118,nan,4
540518,2023-08-16,East,Mumbai,Service,Low,184,Existing,3
540519,2022-03-26,Central,Chennai,Service,High,82,New,4
540520,2022-06-09,Central,Ahmedabad,Service,Low,1,New,
540521,2023-03-28,South,Mumbai,Billing,Low,51,nan,5
540522,2024-06-10,North,Chennai,Software,Low,62,Existing,4
540523,2023-09-07,East,Chennai,Hardware,Medium,154,Existing,4
540524,2024-02-01,South,Ahmedabad,Software,Critical,44,Existing,4
540525,2023-08-18,Central,nan,nan,High,219,New,1
540526,2022-04-08,South,Chennai,nan,Medium,109,New,3
540527,2023-12-02,East,Delhi,Software,Medium,65,nan,5
540528,2023-02-14,Central,Mumbai,Service,Critical,14,Existing,4
540529,2023-12-02,West,nan,Software,Medium,41,Existing,1
540530,2024-05-09,North,Pune,Service,High,66,Existing,1
540531,2023-10-22,nan,Hyderabad,Hardware,Low,29,Existing,5
540532,2024-02-10,Central,Delhi,Software,Low,75,Existing,4
540533,2023-11-26,nan,Hyderabad,Hardware,Critical,208,New,5
540534,2022-12-11,South,nan,Network,Low,95,Existing,2
540535,2023-01-05,West,Bengaluru,Network,Low,81,nan,5
540536,2023-02-18,West,Chennai,Billing,Low,62,nan,2
540537,2022-01-25,South,Mumbai,Billing,Medium,84,Existing,4
540538,2023-08-18,nan,Mumbai,Hardware,Low,126,New,4
540539,2022-06-27,South,Pune,Billing,Low,97,Existing,3
540540,2022-12-27,nan,Kolkata,Network,Low,82,New,
540541,2024-01-03,South,nan,Service,Medium,172,Existing,5
540542,2023-10-17,nan,Pune,nan,Medium,202,New,4
540543,2024-06-14,nan,Ahmedabad,nan,Medium,93,New,3
540544,2022-10-31,West,Delhi,nan,High,120,Existing,1
540545,2024-02-21,nan,Hyderabad,Network,Medium,123,nan,2
540546,2022-03-20,nan,Pune,Network,Medium,156,New,
540547,2022-03-31,West,Chennai,nan,Low,2,Existing,2
540548,2023-05-26,West,Kolkata,Network,Low,210,New,5
540549,2023-03-03,North,Ahmedabad,Software,Low,147,New,1
540550,2022-04-12,South,Hyderabad,Network,Medium,157,nan,1
540551,2023-05-12,South,Chennai,Network,Critical,176,Existing,4
540552,2023-06-19,East,Ahmedabad,nan,High,215,New,5
540553,2023-02-26,nan,Mumbai,Hardware,Low,92,Existing,5
540554,2024-03-29,North,nan,Software,High,26,Existing,3
540555,2022-06-08,East,Ahmedabad,Network,Low,51,Existing,3
540556,2024-04-04,nan,Ahmedabad,Software,Low,202,New,1
540557,2024-05-02,nan,Hyderabad,Network,Low,183,nan,3
540558,2022-03-29,nan,Mumbai,Software,Critical,54,New,4
540559,2022-03-22,Central,Ahmedabad,Service,Low,129,Existing,3
540560,2022-07-31,nan,Pune,Service,Low,122,nan,4
540561,2024-05-27,South,Pune,nan,Medium,231,New,5
540562,2024-04-25,South,Kolkata,Network,Critical,136,Existing,
540563,2023-02-15,nan,nan,Billing,Medium,118,Existing,3
540564,2023-12-11,nan,Kolkata,Service,Medium,120,Existing,4
540565,2023-05-01,South,Delhi,Hardware,High,125,Existing,3
540566,2022-07-18,East,Bengaluru,Billing,Low,72,New,2
540567,2022-04-16,North,Mumbai,Billing,Low,93,Existing,2
540568,2022-06-03,East,nan,Hardware,Low,239,Existing,5
540569,2022-03-25,South,Ahmedabad,Network,High,81,Existing,3
540570,2022-03-24,nan,nan,Service,Low,160,Existing,4
540571,2022-01-02,East,Mumbai,Software,Low,46,Existing,1
540572,2023-03-16,Central,Mumbai,Software,Low,79,New,2
540573,2022-10-18,East,Bengaluru,Network,Medium,132,New,3
540574,2022-08-05,East,Pune,Software,Critical,221,Existing,3
540575,2022-07-07,East,Bengaluru,nan,Medium,95,nan,1
540576,2022-01-29,Central,Delhi,nan,High,163,Existing,
540577,2022-05-14,East,Chennai,Billing,Medium,45,Existing,4
540578,2023-12-01,nan,Pune,Software,Low,127,New,
540579,2023-11-18,North,Chennai,Billing,Medium,12,New,2
540580,2023-10-14,North,Pune,Network,Medium,87,nan,4
540581,2023-06-03,South,Chennai,Software,Medium,225,New,2
540582,2022-11-17,South,Delhi,Network,High,197,Existing,2
540583,2023-12-23,South,Bengaluru,Software,Medium,219,Existing,3
540584,2023-11-03,North,Mumbai,Software,Low,25,New,1
540585,2022-01-28,South,Chennai,Service,High,198,Existing,4
540586,2022-03-04,North,Mumbai,Software,High,95,Existing,3
540587,2022-03-28,East,Mumbai,Service,High,54,New,4
540588,2022-09-06,East,Mumbai,Hardware,Medium,125,New,5
540589,2024-03-30,North,Chennai,Software,Medium,54,nan,3
540590,2024-02-06,nan,nan,Service,Medium,53,Existing,4
540591,2022-08-05,North,Hyderabad,Service,Low,79,New,4
540592,2022-10-16,North,Mumbai,Hardware,High,177,Existing,1
540593,2022-03-13,East,Mumbai,Billing,Medium,219,Existing,4
540594,2022-02-10,South,Kolkata,Software,Low,189,Existing,4
540595,2022-05-06,North,Bengaluru,nan,High,224,nan,1
540596,2024-04-25,East,Kolkata,Network,Medium,38,Existing,1
540597,2023-07-03,nan,Pune,Hardware,Low,54,Existing,3
540598,2024-05-07,North,Kolkata,Hardware,Low,18,Existing,5
540599,2023-01-09,Central,Chennai,Billing,High,171,New,2
540600,2022-02-13,Central,Mumbai,Service,Low,97,Existing,3
540601,2022-10-03,nan,Mumbai,Service,Low,217,nan,5
540602,2022-10-20,nan,nan,Software,Low,235,Existing,3
540603,2023-12-06,Central,Ahmedabad,Network,Low,210,New,4
540604,2024-05-12,West,Ahmedabad,nan,High,235,Existing,3
540605,2022-11-02,West,nan,Billing,Low,236,Existing,3
540606,2022-09-18,North,Chennai,Software,Critical,24,nan,3
540607,2022-11-04,South,Kolkata,Software,Critical,62,Existing,4
540608,2024-03-11,North,Hyderabad,Billing,Medium,130,Existing,5
540609,2024-05-19,nan,nan,Software,Medium,26,Existing,4
540610,2023-09-06,North,Kolkata,Billing,Medium,23,New,5
540611,2022-03-01,West,Mumbai,Network,Low,189,New,4
540612,2023-07-26,nan,Hyderabad,Service,Low,146,New,3
540613,2022-11-17,nan,Mumbai,Software,Low,45,New,4
540614,2022-07-03,East,Kolkata,Service,Medium,112,New,
540615,2023-11-09,nan,Chennai,Software,High,235,New,4
540616,2022-08-17,Central,Bengaluru,nan,Medium,81,Existing,4
540617,2023-07-19,West,Chennai,Service,High,232,Existing,3
540618,2022-01-15,West,Delhi,Software,Critical,79,New,3
540619,2022-12-08,North,Hyderabad,Network,Low,88,New,3
540620,2023-07-18,Central,Bengaluru,Service,Low,32,nan,1
540621,2024-02-03,Central,Bengaluru,Service,High,188,New,4
540622,2022-05-17,West,Chennai,Billing,High,113,New,4
540623,2024-03-29,South,Mumbai,Service,High,213,New,1
540624,2022-07-07,Central,Pune,Network,High,228,Existing,3
540625,2024-04-23,Central,Ahmedabad,Software,High,29,Existing,5
540626,2022-12-14,South,Bengaluru,nan,Medium,51,Existing,3
540627,2022-10-01,East,Ahmedabad,Hardware,Low,99,Existing,2
540628,2022-12-25,North,Chennai,Hardware,Low,87,New,2
540629,2023-09-23,West,Bengaluru,Hardware,Medium,114,Existing,3
